Title,Link,Image Link,Rating,Price,Availability,category,UPC,p_type,price_exc_tax,price_inc_tax,tax,books_avail,No_of_reviews
The Cuckoo's Calling (Cormoran Strike #1),https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,https://books.toscrape.com//media/cache/11/81/11815f24d043f77d4f09a3522a688a5c.jpg,One,£19.21,In stock,Mystery,1be6d3b121865edb,Books,£19.21,£19.21,£0.00,3,0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,https://books.toscrape.com//media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg,Four,£26.78,In stock,Classics,cad70d6ffd53912f,Books,£26.78,£26.78,£0.00,3,0
The Complete Poems,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,https://books.toscrape.com//media/cache/e5/f2/e5f270cf4a079a7d411439abe17691e0.jpg,Five,£41.32,In stock,Add a comment,23707d3ddf14a999,Books,£41.32,£41.32,£0.00,3,0
The Catcher in the Rye,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,https://books.toscrape.com//media/cache/70/f4/70f4dbf8110363f4e7ef32db0ce2a675.jpg,One,£24.55,In stock,Add a comment,487449f4f6322f0f,Books,£24.55,£24.55,£0.00,3,0
The Cat in the Hat (Beginner Books B-1),https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,https://books.toscrape.com//media/cache/9b/f1/9bf106306301a44635aa7bd381c84e4d.jpg,Two,£16.26,In stock,Childrens,b7f475238ed50429,Books,£16.26,£16.26,£0.00,3,0
The Case for Christ (Cases for Christianity),https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,https://books.toscrape.com//media/cache/12/3d/123d05986974943a58c5cfa518e11e6d.jpg,One,£47.84,In stock,Add a comment,970bd3316219e7dc,Books,£47.84,£47.84,£0.00,3,0
The Book Thief,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,https://books.toscrape.com//media/cache/ff/a0/ffa08bf29ae0a5c9e91564dba71cde90.jpg,Two,£53.49,In stock,Default,a75e274c8814b539,Books,£53.49,£53.49,£0.00,3,0
The Book of Basketball: The NBA According to The Sports Guy,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,https://books.toscrape.com//media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg,Five,£44.84,In stock,Sports and Games,08decd9664e5d56e,Books,£44.84,£44.84,£0.00,3,0
The Blind Side: Evolution of a Game,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,https://books.toscrape.com//media/cache/5e/ee/5eeecab909b9e87ddfb6e3d31078fbbf.jpg,Five,£53.71,In stock,Add a comment,cd3dcd83bb002e78,Books,£53.71,£53.71,£0.00,3,0
The Autobiography of Malcolm X,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,https://books.toscrape.com//media/cache/84/07/84074b59293cc5bf4012ef0f60e90c4f.jpg,Two,£23.43,In stock,Default,b04a6a0db525857d,Books,£23.43,£23.43,£0.00,3,0
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,https://books.toscrape.com//media/cache/96/57/9657c6d89024e343879a7b5512474f1e.jpg,Three,£34.32,In stock,Food and Drink,311634df10651e05,Books,£34.32,£34.32,£0.00,3,0
The Art of Fielding,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,https://books.toscrape.com//media/cache/68/a6/68a6112c857e595c684f2a1a3287ba16.jpg,One,£22.10,In stock,Fiction,2858ac90c4758e1f,Books,£22.10,£22.10,£0.00,3,0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,https://books.toscrape.com//media/cache/f8/bc/f8bcd489d33473e0819beaecccd5ebac.jpg,Two,£25.83,In stock,Science,61002f3b7ba5d780,Books,£25.83,£25.83,£0.00,3,0
Stiff: The Curious Lives of Human Cadavers,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,https://books.toscrape.com//media/cache/a0/a0/a0a013b029130df92073f547df83ee5c.jpg,Three,£36.74,In stock,Nonfiction,a11ae5f07572ef49,Books,£36.74,£36.74,£0.00,3,0
Spilled Milk: Based on a True Story,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,https://books.toscrape.com//media/cache/a8/0d/a80d4310cab08a3660149fd3f2cf15c7.jpg,One,£49.51,In stock,Nonfiction,f08667e4c0458f37,Books,£49.51,£49.51,£0.00,3,0
Something Borrowed (Darcy & Rachel #1),https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,https://books.toscrape.com//media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,Five,£48.96,In stock,Womens Fiction,ac27ab4bcd9c492e,Books,£48.96,£48.96,£0.00,3,0
Something Blue (Darcy & Rachel #2),https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,https://books.toscrape.com//media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg,One,£54.62,In stock,Womens Fiction,3fc9d51d1c4d6ba7,Books,£54.62,£54.62,£0.00,3,0
Soldier (Talon #3),https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,https://books.toscrape.com//media/cache/7b/96/7b96f6e11b388ee800c7fd17fe479444.jpg,Two,£24.72,In stock,Fantasy,feaaae90514eb2ac,Books,£24.72,£24.72,£0.00,3,0
Shopaholic & Baby (Shopaholic #5),https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,https://books.toscrape.com//media/cache/f0/a4/f0a48c8cc6acd322eacd9d35e55d63e7.jpg,Two,£46.45,In stock,Default,c57d3c96af23c297,Books,£46.45,£46.45,£0.00,3,0
Seven Days in the Art World,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,https://books.toscrape.com//media/cache/35/2c/352c1a7e155c5d03d073bf8ce1564caa.jpg,Two,£52.33,In stock,Add a comment,07806456878931bc,Books,£52.33,£52.33,£0.00,3,0
Seven Brief Lessons on Physics,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,https://books.toscrape.com//media/cache/c8/63/c863c222c130a1bc8685a1242dd2523d.jpg,Four,£30.60,In stock,Science,281a244ce1954711,Books,£30.60,£30.60,£0.00,3,0
Scarlet (The Lunar Chronicles #2),https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,https://books.toscrape.com//media/cache/b6/5c/b65c3622c0da689990fd1d7f1a0b826c.jpg,Four,£14.57,In stock,Young Adult,510832818edb6fbc,Books,£14.57,£14.57,£0.00,3,0
Sarah's Key,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,https://books.toscrape.com//media/cache/95/b2/95b235aeeae2d1849b78562f36e10aec.jpg,One,£46.29,In stock,Add a comment,5b2cd5b31a510848,Books,£46.29,£46.29,£0.00,3,0
"Saga, Volume 3 (Saga (Collected Editions) #3)",https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,https://books.toscrape.com//media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg,Five,£21.57,In stock,Sequential Art,7b870bf85d01c2dc,Books,£21.57,£21.57,£0.00,3,0
Running with Scissors,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,https://books.toscrape.com//media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg,Four,£12.91,In stock,Autobiography,28921443f052bea6,Books,£12.91,£12.91,£0.00,3,0
Rogue Lawyer (Rogue Lawyer #1),https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,https://books.toscrape.com//media/cache/92/e4/92e4e180ba8fbde3b8ac0c1e71cfc5f4.jpg,Three,£50.11,In stock,Add a comment,b4f5672f68ec3a83,Books,£50.11,£50.11,£0.00,3,0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,https://books.toscrape.com//media/cache/05/42/05428b0c7b79d0dbc521fd621e754083.jpg,Four,£41.67,In stock,Nonfiction,89cad3f37c9ce226,Books,£41.67,£41.67,£0.00,3,0
Rework,https://books.toscrape.com/catalogue/rework_212/index.html,https://books.toscrape.com//media/cache/54/10/5410a58193e2373c04b3021ade78a82b.jpg,Two,£44.88,In stock,Business,8e9dd8431170c09e,Books,£44.88,£44.88,£0.00,3,0
Reservations for Two,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,https://books.toscrape.com//media/cache/39/a4/39a4d96a5bc75a34aae97676a4b854fa.jpg,Three,£11.10,In stock,Romance,ecdf73ee66c33b17,Books,£11.10,£11.10,£0.00,3,0
Red: The True Story of Red Riding Hood,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,https://books.toscrape.com//media/cache/70/4e/704e81b05e56dd84ecf607ea283952db.jpg,Three,£28.54,In stock,Childrens,4c8ece50736f9e88,Books,£28.54,£28.54,£0.00,3,0
Ready Player One,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,https://books.toscrape.com//media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg,Four,£19.07,In stock,Science Fiction,2ef5dc7e278e562a,Books,£19.07,£19.07,£0.00,3,0
Quiet: The Power of Introverts in a World That Can't Stop Talking,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,https://books.toscrape.com//media/cache/ee/3a/ee3aebe36d1d0fa11a95a07067294b8c.jpg,One,£43.55,In stock,Default,3c565df219ba3274,Books,£43.55,£43.55,£0.00,3,0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,https://books.toscrape.com//media/cache/c9/a5/c9a559e3ba407c1d70ebfc4e2f0d82db.jpg,Three,£43.63,In stock,Sequential Art,9707989a439757b4,Books,£43.63,£43.63,£0.00,3,0
Persepolis: The Story of a Childhood (Persepolis #1-2),https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,https://books.toscrape.com//media/cache/14/98/14987a55d9609e706d2619814e2a8b0a.jpg,One,£39.13,In stock,Sequential Art,cb62418129b864a3,Books,£39.13,£39.13,£0.00,3,0
Packing for Mars: The Curious Science of Life in the Void,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,https://books.toscrape.com//media/cache/8d/72/8d7216b05e1b5edf9bdb0d2db295ca33.jpg,Two,£56.68,In stock,Default,8e2dfd6bcf48e1e6,Books,£56.68,£56.68,£0.00,3,0
Outliers: The Story of Success,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,https://books.toscrape.com//media/cache/70/37/70372ab3240019fbe2de6cd407c98675.jpg,One,£14.16,In stock,Nonfiction,09a7b0b566ad6225,Books,£14.16,£14.16,£0.00,3,0
Original Fake,https://books.toscrape.com/catalogue/original-fake_203/index.html,https://books.toscrape.com//media/cache/e7/29/e72934871f9b42a807d976670a446e12.jpg,Three,£31.45,In stock,Sequential Art,c59283b05905c853,Books,£31.45,£31.45,£0.00,3,0
Orange Is the New Black,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,https://books.toscrape.com//media/cache/d9/ea/d9ea34aea25469189bca07af6a18790a.jpg,Two,£24.61,In stock,Default,8378c899988905ee,Books,£24.61,£24.61,£0.00,3,0
One for the Money (Stephanie Plum #1),https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,https://books.toscrape.com//media/cache/4e/52/4e52f087337abef25de62845f093ed6e.jpg,Two,£32.87,In stock,Default,3250650a5c4e6f07,Books,£32.87,£32.87,£0.00,3,0
Notes from a Small Island (Notes From a Small Island #1),https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,https://books.toscrape.com//media/cache/61/39/61393c43f7caaccaa07daccaa8530736.jpg,One,£40.17,In stock,Nonfiction,cb65e49993db9a93,Books,£40.17,£40.17,£0.00,3,0
Night (The Night Trilogy #1),https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,https://books.toscrape.com//media/cache/e3/cc/e3ccf96311f9c1b9e9ecc80e16c05f4e.jpg,One,£13.51,In stock,Nonfiction,c4d9fce9eff3b8ba,Books,£13.51,£13.51,£0.00,3,0
Neither Here nor There: Travels in Europe,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,https://books.toscrape.com//media/cache/06/81/0681530a7bc301caf5c3257e1b0f0750.jpg,Three,£38.95,In stock,Travel,747cf7fca2ccdbd4,Books,£38.95,£38.95,£0.00,3,0
Naked,https://books.toscrape.com/catalogue/naked_197/index.html,https://books.toscrape.com//media/cache/e7/12/e71268a559d73826aa64151d47357a12.jpg,Three,£31.69,In stock,Humor,54aeeb4610d3ae08,Books,£31.69,£31.69,£0.00,3,0
Morning Star (Red Rising #3),https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,https://books.toscrape.com//media/cache/b5/f0/b5f04530d0343e763a80ef3f2dbdb386.jpg,One,£29.40,In stock,Default,7ce5a92baabb6bc0,Books,£29.40,£29.40,£0.00,3,0
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,https://books.toscrape.com//media/cache/7c/8e/7c8ea0cef3825cc6ddae55267c55a59e.jpg,One,£57.83,In stock,Nonfiction,7980fa06f2b704d8,Books,£57.83,£57.83,£0.00,3,0
Midnight Riot (Peter Grant/ Rivers of London - books #1),https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,https://books.toscrape.com//media/cache/e6/57/e6574a313ad7e6adf97a1d71318f9a7f.jpg,Two,£55.46,In stock,Fantasy,e9056f9b5a40a301,Books,£55.46,£55.46,£0.00,3,0
Me Talk Pretty One Day,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,https://books.toscrape.com//media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg,Two,£57.60,In stock,Autobiography,abc4a7ee16c21088,Books,£57.60,£57.60,£0.00,3,0
Manuscript Found in Accra,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,https://books.toscrape.com//media/cache/26/b7/26b72a3c1cf2a8afdbe92fa1a1d78f41.jpg,Two,£34.98,In stock,Add a comment,546da23278482b0a,Books,£34.98,£34.98,£0.00,3,0
Lust & Wonder,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,https://books.toscrape.com//media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg,Two,£11.87,In stock,Autobiography,0dcadb06206abd3c,Books,£11.87,£11.87,£0.00,3,0
Lila (Gilead #3),https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,https://books.toscrape.com//media/cache/2b/99/2b99a765a013979637b4a6726bfb10f5.jpg,Three,£12.47,In stock,Fiction,4ef75307fb64e2ad,Books,£12.47,£12.47,£0.00,3,0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,https://books.toscrape.com//media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg,Two,£33.26,In stock,Science Fiction,4b3f4f151c99f472,Books,£33.26,£33.26,£0.00,3,0
Life Without a Recipe,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,https://books.toscrape.com//media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,Five,£59.04,In stock,Autobiography,c53d9fefcda371e9,Books,£59.04,£59.04,£0.00,3,0
Life After Life,https://books.toscrape.com/catalogue/life-after-life_187/index.html,https://books.toscrape.com//media/cache/59/80/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg,Two,£26.13,In stock,Default,4ec53ff7e2263f32,Books,£26.13,£26.13,£0.00,3,0
Letter to a Christian Nation,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,https://books.toscrape.com//media/cache/74/c2/74c2893188f917409ba564d46f481f77.jpg,One,£22.20,In stock,Nonfiction,1de75f05d57bfc10,Books,£22.20,£22.20,£0.00,3,0
Let's Pretend This Never Happened: A Mostly True Memoir,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,https://books.toscrape.com//media/cache/78/e1/78e1b9ccc99ba11d78015f0a18f0b421.jpg,One,£45.11,In stock,Nonfiction,1246e4ffeb5ac4ea,Books,£45.11,£45.11,£0.00,3,0
Legend (Legend #1),https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,https://books.toscrape.com//media/cache/6c/6c/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg,Four,£43.69,In stock,Young Adult,0ce8075fab4a2b5b,Books,£43.69,£43.69,£0.00,3,0
"Lean In: Women, Work, and the Will to Lead",https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,https://books.toscrape.com//media/cache/4f/e5/4fe55bc7134401f6db04f0775ead1d4c.jpg,One,£25.02,In stock,Default,d5e1a9bfe22bbf9f,Books,£25.02,£25.02,£0.00,3,0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,https://books.toscrape.com//media/cache/a1/03/a10370da29e4ba78c7a75a14041eae0e.jpg,Five,£55.50,In stock,Humor,190fbebbf798c31a,Books,£55.50,£55.50,£0.00,3,0
Lady Renegades (Rebel Belle #3),https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,https://books.toscrape.com//media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg,Five,£53.04,In stock,Young Adult,16e843e6b853cc2f,Books,£53.04,£53.04,£0.00,3,0
Jurassic Park (Jurassic Park #1),https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,https://books.toscrape.com//media/cache/9a/71/9a7160b396790bd4a351522278de4f8c.jpg,One,£44.97,In stock,Fiction,a0dd11f6abc421ec,Books,£44.97,£44.97,£0.00,3,0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,https://books.toscrape.com//media/cache/fa/36/fa3659740e31eb57775cc2647654bf11.jpg,One,£42.38,In stock,Nonfiction,d4a29356fc992879,Books,£42.38,£42.38,£0.00,3,0
Is Everyone Hanging Out Without Me? (And Other Concerns),https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,https://books.toscrape.com//media/cache/6b/94/6b94e98f822a42c03c4ff0b9cfdd6e0c.jpg,Three,£20.11,In stock,Default,034829ffdd0a0aea,Books,£20.11,£20.11,£0.00,3,0
Into the Wild,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,https://books.toscrape.com//media/cache/e2/ca/e2ca3b870db8071034edea19b1da3de2.jpg,Five,£56.70,In stock,Nonfiction,a7c3f1010d64799a,Books,£56.70,£56.70,£0.00,3,0
Inferno (Robert Langdon #4),https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,https://books.toscrape.com//media/cache/e3/11/e3111146083821b5a3670d869ab40d2a.jpg,Five,£41.00,In stock,Fiction,6c4646d90b60a56c,Books,£41.00,£41.00,£0.00,3,0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,https://books.toscrape.com//media/cache/25/82/2582a9f11ad68a30e44cc0b459383474.jpg,Three,£28.85,In stock,Nonfiction,d8292cd5f1aca291,Books,£28.85,£28.85,£0.00,3,0
If I Run (If I Run #1),https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,https://books.toscrape.com//media/cache/c3/d0/c3d0f2fb5cacbca64639a679b962e1b9.jpg,Four,£49.97,In stock,Christian Fiction,61569d12d4ae7161,Books,£49.97,£49.97,£0.00,3,0
I've Got Your Number,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,https://books.toscrape.com//media/cache/b2/df/b2df826432771838819db89c20e20609.jpg,One,£19.69,In stock,Womens Fiction,6b32b561dab8036c,Books,£19.69,£19.69,£0.00,3,0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,https://books.toscrape.com//media/cache/52/7a/527a7d3b9b4928c093cadd75661bf467.jpg,Two,£28.88,In stock,Nonfiction,8010c7c148057fd3,Books,£28.88,£28.88,£0.00,3,0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,https://books.toscrape.com//media/cache/6f/c4/6fc450625cd672e871a6176f74909be2.jpg,Three,£33.14,In stock,Food and Drink,6c4d17a46cac8787,Books,£33.14,£33.14,£0.00,3,0
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,https://books.toscrape.com//media/cache/43/fd/43fda1db93163d67705264dcfa98aaa5.jpg,Two,£43.70,In stock,History,1812b8f5641287e3,Books,£43.70,£43.70,£0.00,3,0
House of Leaves,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,https://books.toscrape.com//media/cache/14/25/142563ccee483bc07632f9c083a68326.jpg,One,£54.89,In stock,Horror,557c03c284be1bf2,Books,£54.89,£54.89,£0.00,3,0
Horrible Bear!,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,https://books.toscrape.com//media/cache/d2/63/d26337dee5c0b13b56b7aea59d611570.jpg,Two,£37.52,In stock,Childrens,cc1ac978a6835ef6,Books,£37.52,£37.52,£0.00,3,0
Holidays on Ice,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,https://books.toscrape.com//media/cache/4b/9a/4b9a2a6d4c995e12fe216f6173a582be.jpg,Two,£51.07,In stock,Humor,0cb4856be3694a57,Books,£51.07,£51.07,£0.00,3,0
Heir to the Sky,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,https://books.toscrape.com//media/cache/6d/b1/6db1568e09d10652593638a5f85e7202.jpg,Four,£44.07,In stock,Fantasy,b003f8bb02f76dc5,Books,£44.07,£44.07,£0.00,3,0
Green Eggs and Ham (Beginner Books B-16),https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,https://books.toscrape.com//media/cache/3a/0e/3a0e75e4f758f90a80965869afbe41b4.jpg,Four,£10.79,In stock,Childrens,621e2c310cec8d32,Books,£10.79,£10.79,£0.00,3,0
"Grayson, Vol 3: Nemesis (Grayson #3)",https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,https://books.toscrape.com//media/cache/f9/4c/f94cfc3c82abb799568d1ea029b1d3d1.jpg,One,£42.72,In stock,Sequential Art,4f6985aca357ae09,Books,£42.72,£42.72,£0.00,3,0
Gratitude,https://books.toscrape.com/catalogue/gratitude_163/index.html,https://books.toscrape.com//media/cache/07/b6/07b673e7d367a5e89418bd513a8d5e72.jpg,Five,£26.66,In stock,Nonfiction,c300cc9326592b65,Books,£26.66,£26.66,£0.00,3,0
Gone Girl,https://books.toscrape.com/catalogue/gone-girl_162/index.html,https://books.toscrape.com//media/cache/24/ad/24ad42075b1aa1403aef934c29c1e8ba.jpg,Five,£37.60,In stock,Default,d5c588b6f9c015e4,Books,£37.60,£37.60,£0.00,3,0
Golden (Heart of Dread #3),https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,https://books.toscrape.com//media/cache/39/2f/392fedbcda7bf8f968d5e6643ea5545f.jpg,Four,£42.21,In stock,Young Adult,984b3b6e7479b571,Books,£42.21,£42.21,£0.00,3,0
Girl in the Blue Coat,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,https://books.toscrape.com//media/cache/bf/7a/bf7a5bc1d1ebac5e9b6fbb147828a123.jpg,Two,£46.83,In stock,Historical Fiction,41fc5dce044f16f5,Books,£46.83,£46.83,£0.00,3,0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,https://books.toscrape.com//media/cache/7b/e7/7be75475a916d6df4edebfc5fe36c3f9.jpg,Two,£45.17,In stock,Sequential Art,d5f5a122a593b580,Books,£45.17,£45.17,£0.00,3,0
"Friday Night Lights: A Town, a Team, and a Dream",https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,https://books.toscrape.com//media/cache/7d/cf/7dcf6c3b419bf7e7e3b3b8162b177869.jpg,Three,£51.22,In stock,Sports and Games,a9aa3ed5b316470b,Books,£51.22,£51.22,£0.00,3,0
Fire Bound (Sea Haven/Sisters of the Heart #5),https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,https://books.toscrape.com//media/cache/cd/53/cd53431a069ee01572988de29ef68da5.jpg,Four,£21.28,In stock,Add a comment,2ed3a794a70aa85f,Books,£21.28,£21.28,£0.00,3,0
Fifty Shades Freed (Fifty Shades #3),https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,https://books.toscrape.com//media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,Five,£15.36,In stock,Adult Fiction,ed813a848580ba50,Books,£15.36,£15.36,£0.00,3,0
Fellside,https://books.toscrape.com/catalogue/fellside_155/index.html,https://books.toscrape.com//media/cache/f4/8f/f48f179d6bda290b66b2d165e0a419e6.jpg,One,£38.62,In stock,Default,147019cae600694e,Books,£38.62,£38.62,£0.00,3,0
Extreme Prey (Lucas Davenport #26),https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,https://books.toscrape.com//media/cache/de/86/de86d4f1563fad2ca088922fbbb2b36a.jpg,Three,£25.40,In stock,Mystery,588ba85ff11a3263,Books,£25.40,£25.40,£0.00,3,0
Eragon (The Inheritance Cycle #1),https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,https://books.toscrape.com//media/cache/2d/62/2d625f26cb3bbeef851221f125b81daf.jpg,Three,£43.87,In stock,Fantasy,b843f52a986a2914,Books,£43.87,£43.87,£0.00,3,0
Eclipse (Twilight #3),https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,https://books.toscrape.com//media/cache/05/f8/05f833af99c37decb506e34e36f5cdaf.jpg,One,£18.74,In stock,Default,73f71f9556442117,Books,£18.74,£18.74,£0.00,3,0
Dune (Dune #1),https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,https://books.toscrape.com//media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg,One,£54.86,In stock,Science Fiction,36d5884d44484277,Books,£54.86,£54.86,£0.00,3,0
